时间,标题,链接
2025-09-18 09:03:29,创新体系深化 一组数据看中国清洁能源装备如何“装备世界”,http://www.chinanews.com.cn/cj/2025/09-18/10484348.shtml
2025-09-18 17:05:28,2025国际数字能源展在深圳开幕 展示300余项尖端技术,http://www.chinanews.com.cn/cj/2025/09-18/10484738.shtml
2025-09-18 19:21:58,能源发展向“绿”向“新” 浙江乐清城市建设“满格电”,http://www.chinanews.com.cn/cj/2025/09-18/10484820.shtml
2025-09-21 17:55:59,上海进一步加大对量子人工智能前沿领域的布局,http://www.chinanews.com.cn/sh/2025/09-21/10486416.shtml
2025-09-21 23:13:46,AI是击穿网络安全的矛？还是守护网络安全的盾？,http://www.chinanews.com.cn/cj/2025/09-21/10486570.shtml
2025-09-22 20:31:11,中共国家能源局党组关于二十届中央第三轮巡视整改进展情况的通报,http://www.chinanews.com.cn/gn/2025/09-22/10487129.shtml
2025-09-22 22:09:19,新型储能与新型电力系统产业生态大会在穗举行 聚焦产业链协同,http://www.chinanews.com.cn/dwq/2025/09-22/10487216.shtml
2025-09-23 13:16:37,（砥砺奋进七十载 天山南北谱华章）新疆：从能源潜能区到国家能源战略保障基地,http://www.chinanews.com.cn/cj/2025/09-23/10487471.shtml
2025-09-24 17:37:03,报告：预计到2030年全国电气化率将达到35%左右,http://www.chinanews.com.cn/cj/2025/09-24/10488521.shtml
2025-09-24 21:33:02,世界能源理事会总干事：中国在建光伏与风电项目占全球总量的74%,http://www.chinanews.com.cn/cj/2025/09-24/10488705.shtml
2025-09-25 14:23:17,中国电气化率已高于欧美，粤港澳大湾区居全国首位,http://www.chinanews.com.cn/dwq/2025/09-25/10489097.shtml
2025-09-25 15:20:50,装机容量达180万千瓦 浙西南首座抽水蓄能电站全面投产发电,http://www.chinanews.com.cn/cj/2025/09-25/10489143.shtml
2025-09-25 18:45:47,上海电气多维展现硬核实力，赋能新型工业化,http://www.chinanews.com.cn/cj/2025/09-25/10489306.shtml
2025-09-27 09:03:34,北京怀柔科学城以科学设施平台赋能产业 13个重大项目集中签约,http://www.chinanews.com.cn/sh/2025/09-27/10490241.shtml
2025-09-27 17:44:13,未来三年我国陆上风力发电工程单位造价预计稳中下降趋势,http://www.chinanews.com.cn/cj/2025/09-27/10490492.shtml
2025-09-29 08:46:22,"新语"访谈：习近平总书记新疆行鼓舞天山儿女进一步凝聚共识、汇聚力量,http://www.chinanews.com.cn/gn/2025/09-29/10491349.shtml
2025-09-29 11:51:56,青藏直流二期扩建工程正式投运,http://www.chinanews.com.cn/cj/2025/09-29/10491481.shtml
2025-09-30 16:40:22,从黄三角农高区到“幸福食堂”：一场光伏电力的自我“消化”实验,http://www.chinanews.com.cn/cj/2025/09-30/10492377.shtml
2025-10-06 11:09:46,人工智能发展挑战电力供应 中国加快能源算力统筹布局,http://www.chinanews.com.cn/cj/2025/10-06/10494470.shtml
2025-10-09 08:32:01,用电量连续破万亿千瓦时，怎么看？,http://www.chinanews.com.cn/gn/2025/10-09/10495359.shtml
2025-10-09 10:27:36,“光储直柔”农宅：从样本到“遍地开花”还有多远？,http://www.chinanews.com.cn/cj/2025/10-09/10495410.shtml
2025-10-11 22:09:22,云南能源绿色低碳转型成效显著 国家清洁能源基地基本建成,http://www.chinanews.com.cn/cj/2025/10-11/10496910.shtml
2025-10-13 09:49:56,博鳌零碳实践的“关键一步”,http://www.chinanews.com.cn/cj/2025/10-13/10497281.shtml
2025-10-14 05:34:34,我国建成全球最大充电网络 新能源车跨省出行“说走就走”,http://www.chinanews.com.cn/cj/2025/10-14/10497781.shtml
2025-10-16 14:03:33,全球单机规模最大光热发电项目在青海格尔木开建,http://www.chinanews.com.cn/cj/2025/10-16/10499319.shtml
2025-10-19 15:00:04,浙琼合作产业园零碳园区揭牌成立,http://www.chinanews.com.cn/cj/2025/10-19/10501121.shtml
2025-10-20 09:14:41,从“多供电”到“多节电”这些新职业已涵盖电力系统全链条,http://www.chinanews.com.cn/gn/2025/10-20/10501395.shtml
2025-10-20 15:02:43,远景发布“能源大模型”，张雷提出“物理人工智能”将重构能源系统,http://www.chinanews.com.cn/cj/2025/10-20/10501585.shtml
2025-10-20 20:44:46,天津“车网互动”实现百兆瓦级突破 验证规模化应用可行性,http://www.chinanews.com.cn/cj/2025/10-20/10501777.shtml
2025-10-20 21:32:50,聚焦人工智能、清洁能源、韧性城市 2025WFEO大会举办专题论坛,http://www.chinanews.com.cn/cj/2025/10-20/10501840.shtml
2025-10-22 09:29:14,从核电到深水油气，中国能源领域项目建设跑出“加速度”,http://www.chinanews.com.cn/cj/2025/10-22/10502478.shtml
2025-10-22 20:02:59,新疆电网装上“太空千里眼”卫星互联网破解偏远地区电力测试难题,http://www.chinanews.com.cn/cj/2025/10-22/10502878.shtml
2025-10-25 12:06:35,中央重磅文件点题四大新兴支柱产业，这些城市已领跑,http://www.chinanews.com.cn/gn/2025/10-25/10504288.shtml
2025-10-26 13:50:53,盯住AI与数据安全，智能时代如何做好“防御”？,http://www.chinanews.com.cn/cj/2025/10-26/10504704.shtml
2025-10-27 16:31:49,宁夏：“超级充电宝”链动绿色未来,http://www.chinanews.com.cn/cj/2025/10-27/10505192.shtml
2025-10-27 19:22:04,青海电力企业储能技术创新获国际认可,http://www.chinanews.com.cn/cj/2025/10-27/10505336.shtml
2025-10-28 16:33:35,受权发布 | 中共中央关于制定国民经济和社会发展第十五个五年规划的建议,http://www.chinanews.com.cn/gn/2025/10-28/10505782.shtml
2025-10-29 10:36:46,特朗普抱怨美航母电磁弹射系统 希望回归蒸汽动力,http://www.chinanews.com.cn/gj/2025/10-29/10506213.shtml
2025-10-30 18:22:09,海南计划2030年建成清洁能源岛新型电力系统,http://www.chinanews.com.cn/cj/2025/10-30/10507208.shtml
2025-10-30 19:32:47,海南打造新型电力系统建设先行地,http://www.chinanews.com.cn/cj/2025/10-30/10507274.shtml
2025-10-30 21:06:59,中外嘉宾2025金融论坛年会共论数智科技助力绿色金融,http://www.chinanews.com.cn/cj/2025/10-30/10507346.shtml
2025-10-31 11:21:04,市场监管总局：截至9月底我国国际标准化率整体已达86%,http://www.chinanews.com.cn/cj/2025/10-31/10507535.shtml
2025-10-31 16:59:13,南方电网成功研制实用高温超导量子电压标准整机 适配产业高端需求,http://www.chinanews.com.cn/cj/2025/10-31/10507759.shtml
2025-11-03 17:06:46,城市在行动 建筑用能全面电气化还有多远?,http://www.chinanews.com.cn/cj/2025/11-03/10509148.shtml
2025-11-03 19:51:40,新疆电网储能装机突破1300万千瓦,http://www.chinanews.com.cn/cj/2025/11-03/10509229.shtml
2025-11-04 17:15:14,中国华电“华电智”大模型发布，助力预测精度提升,http://www.chinanews.com.cn/cj/2025/11-04/10509619.shtml
2025-11-05 17:00:15,为全面推进美丽中国建设和人口高质量发展贡献政协智慧和力量,http://www.chinanews.com.cn/ll/2025/11-05/10510405.shtml
2025-11-05 21:39:14,（第八届进博会）中国新型储能装机规模破1亿千瓦 锂离子电池储能成热门,http://www.chinanews.com.cn/cj/2025/11-05/10510594.shtml
2025-11-06 18:50:33,广州获2025世界智慧城市大会“能源与环境大奖”,http://www.chinanews.com.cn/dwq/2025/11-06/10511111.shtml
2025-11-06 20:38:30,（第八届进博会）从进博看中国绿色转型 全球智慧汇入中国储能革命洪流,http://www.chinanews.com.cn/cj/2025/11-06/10511174.shtml
2025-11-08 10:01:57,碳达峰碳中和的中国行动白皮书 | 国务院新闻办公室发布《碳达峰碳中和的中国行动》白皮书,http://www.chinanews.com.cn/gn/2025/11-08/10512097.shtml
2025-11-08 10:15:26,碳达峰碳中和的中国行动白皮书 | 白皮书：中国能源绿色低碳转型取得显著成效,http://www.chinanews.com.cn/gn/2025/11-08/10512100.shtml
2025-11-08 10:42:37,碳达峰碳中和的中国行动白皮书 | 碳达峰碳中和的中国行动,http://www.chinanews.com.cn/gn/2025/11-08/10512104.shtml
2025-11-08 12:40:51,《碳达峰碳中和的中国行动》白皮书发布,http://www.chinanews.com.cn/gn/2025/11-08/10512148.shtml
2025-11-08 13:15:13,白皮书：中国化石能源消费比重2024年降至80.2%,http://www.chinanews.com.cn/cj/2025/11-08/10512162.shtml
2025-11-08 20:08:59,“十五五”规划建议，提到哪16个“强国”,http://www.chinanews.com.cn/gn/2025/11-08/10512410.shtml
2025-11-10 18:37:46,两部门：到2035年将基本建成适配高比例新能源的新型电力系统,http://www.chinanews.com.cn/cj/2025/11-10/10513246.shtml
2025-11-10 19:52:01,"十四五"期间海南清洁能源岛建设成效显著,http://www.chinanews.com.cn/cj/2025/11-10/10513290.shtml
2025-11-11 08:04:00,因地制宜发展新质生产力（学习贯彻党的二十届四中全会精神）,http://www.chinanews.com.cn/gn/2025/11-11/10513477.shtml
2025-11-11 16:14:53,国家能源局：将进一步加大能源领域引入民间资本的政策供给,http://www.chinanews.com.cn/cj/2025/11-11/10513742.shtml
2025-11-11 19:10:24,中国近两年在新核准核电项目中引入20家民企参股,http://www.chinanews.com.cn/cj/2025/11-11/10513858.shtml
2025-11-14 13:00:51,报告预计到2060年中国清洁能源产业规模将超100万亿元,http://www.chinanews.com.cn/cj/2025/11-14/10515368.shtml
2025-11-14 20:07:50,远景发布AI电力系统，开启规模化应用时代,http://www.chinanews.com.cn/cj/2025/11-14/10515684.shtml
2025-11-18 08:29:56,充电需求大幅攀升 充电服务能力如何"倍增",http://www.chinanews.com.cn/sh/2025/11-18/10517346.shtml
2025-11-19 16:43:18,"电"亮西藏发展新征程——"十四五"以来西藏电力发展综述,http://www.chinanews.com.cn/gn/2025/11-19/10518392.shtml
2025-11-20 17:03:33,广西实现新能源现货交易报价地市全覆盖,http://www.chinanews.com.cn/cj/2025/11-20/10519014.shtml
2025-11-20 19:30:16,众多新型储能科技亮相广州,http://www.chinanews.com.cn/cj/2025/11-20/10519128.shtml
2025-11-20 20:22:44,业界研讨“十五五”期间如何推进“新一代煤电升级行动”,http://www.chinanews.com.cn/sh/2025/11-20/10519148.shtml
2025-11-20 21:45:19,中国南方电网与澜湄国家电力贸易量逾九成为清洁能源,http://www.chinanews.com.cn/cj/2025/11-20/10519236.shtml
2025-11-20 22:03:48,桂林绿电实践亮相COP30 中国低碳方案获国际关注,http://www.chinanews.com.cn/cj/2025/11-20/10519262.shtml
2025-11-21 15:51:58,中国南方电网首次参与联合国气候变化大会，全面展示生态强企建设与绿色转型实践,http://www.chinanews.com.cn/cj/2025/11-21/10519553.shtml
2025-11-22 16:43:09,中国5G+工业互联网大会在湖北武汉开幕,http://www.chinanews.com.cn/tp/nd/2025/11-22/1173447.shtml
2025-11-22 20:41:59,报告：全球能源转型呈现从低碳向零碳的发展趋势,http://www.chinanews.com.cn/cj/2025/11-22/10520170.shtml
2025-11-23 10:12:45,【新思想引领新征程·非凡“十四五”】特高压输电网越织越密 筑牢能源安全基础,http://www.chinanews.com.cn/cj/2025/11-23/10520272.shtml
2025-11-25 18:22:31,特高压青南换流站4台调相机综合检修任务圆满收官,http://www.chinanews.com.cn/cj/2025/11-25/10521278.shtml
2025-11-28 15:39:39,政企协同开新局电网建设赋能“再造一个新佛山”,http://www.chinanews.com.cn/sh/2025/11-28/10522971.shtml
2025-11-28 15:39:41,世界首台660兆瓦超超临界循环流化床锅炉通过鉴定,http://www.chinanews.com.cn/gn/2025/11-28/10522987.shtml
2025-11-28 20:23:28,通辽海螺大型储能电站投运 刷新内蒙古单体容量纪录,http://www.chinanews.com.cn/cj/2025/11-28/10523228.shtml
2025-11-29 15:46:29,民企奋进自贸港：“立足海南、服务全球已从愿景变为现实”,http://www.chinanews.com.cn/cj/2025/11-29/10523535.shtml
2025-11-29 19:01:18,我国电力系统稳定运行再添“关键钥匙”,http://www.chinanews.com.cn/cj/2025/11-29/10523603.shtml
2025-11-30 06:34:12,锻造“中国芯”！我国能源自主之路再添硬核底气→,http://www.chinanews.com.cn/cj/2025/11-30/10523702.shtml
2025-12-01 14:14:59,中共辽宁省委关于制定辽宁省国民经济和社会发展第十五个五年规划的建议,http://www.chinanews.com.cn/by/2025/12-01/10524573.shtml
2025-12-03 16:34:13,我国首个“沙戈荒”新能源外送基地进入全容量并网发电冲刺阶段,http://www.chinanews.com.cn/cj/2025/12-03/10526182.shtml
2025-12-04 15:13:01,我国牵头制定的新能源发电通用仿真模型国际标准发布,http://www.chinanews.com.cn/cj/2025/12-04/10526824.shtml
2025-12-04 17:16:17,“拒绝创新孤岛”生态模式下的创新联合体助力储能行业高质量发展,http://www.chinanews.com.cn/cj/2025/12-04/10526922.shtml
2025-12-04 19:37:24,电力工程科技创新与产业融通发展大会在北京丰台召开,http://www.chinanews.com.cn/cj/2025/12-04/10527032.shtml
2025-12-05 16:17:39,读懂未来五年：“好房子”托起“优居梦”,http://www.chinanews.com.cn/sh/2025/12-05/10527631.shtml
2025-12-05 20:04:21,抢抓发展机遇 山西祁县拟投资50亿元打造百万千瓦新能源基地,http://www.chinanews.com.cn/cj/2025/12-05/10527823.shtml
2025-12-05 20:16:18,聚焦巨型机组“智”“绿”新趋势 未来巨型水轮发电机组论坛举办,http://www.chinanews.com.cn/cj/2025/12-05/10527833.shtml
2025-12-06 16:54:28,西藏立足资源禀赋 新兴产业发展优势明显,http://www.chinanews.com.cn/gn/2025/12-06/10528179.shtml
2025-12-07 21:55:57,以电力为基 绘就雪域乡村振兴新图景,http://www.chinanews.com.cn/sh/2025/12-07/10528749.shtml
2025-12-08 15:50:06,中共广东省委关于制定广东省国民经济和社会发展第十五个五年规划的建议,http://www.chinanews.com.cn/by/2025/12-08/10529177.shtml
2025-12-08 16:03:21,中共陕西省委关于制定国民经济和社会发展第十五个五年规划的建议,http://www.chinanews.com.cn/by/2025/12-08/10529202.shtml
2025-12-08 20:53:09,专家学者广州共话AI发展 电力人工智能等备受期待,http://www.chinanews.com.cn/cj/2025/12-08/10529384.shtml
2025-12-08 21:45:44,从“人海战术”到“空中慧眼”：中国光伏产业借数字化锻造新动能,http://www.chinanews.com.cn/cj/2025/12-08/10529437.shtml
2025-12-09 21:44:40,广西年度绿电交易突破160亿千瓦时,http://www.chinanews.com.cn/cj/2025/12-09/10530188.shtml
2025-12-11 09:17:04,拥抱大市场 服务双循环——新疆服务和主动融入全国统一大市场建设综述,http://www.chinanews.com.cn/gn/2025/12-11/10531158.shtml
2025-12-11 19:52:32,报告：未来十年中国能源结构呈“煤减、油气稳、非化石升”特征,http://www.chinanews.com.cn/cj/2025/12-11/10531676.shtml
2025-12-11 20:25:41,中国牵头修订的两项功率半导体器件国际标准发布,http://www.chinanews.com.cn/cj/2025/12-11/10531732.shtml
2025-12-11 21:38:23,甘肃采用多项新技术摸清风能太阳能资源“家底”,http://www.chinanews.com.cn/cj/2025/12-11/10531789.shtml
2025-12-13 15:10:02,中国造高端工业母机在沈阳下线交付,http://www.chinanews.com.cn/cj/2025/12-13/10532880.shtml
2025-12-14 12:29:41,聚焦应用场景落地等方向 2025中关村量子大会在京开幕,http://www.chinanews.com.cn/cj/2025/12-14/10533182.shtml
2025-12-15 08:28:23,我国原油产量今年有望创新高 预计达到2.15亿吨,http://www.chinanews.com.cn/gn/2025/12-15/10533448.shtml
2025-12-15 10:55:06,【学习贯彻党的二十届四中全会精神】加快建设新型能源体系,http://www.chinanews.com.cn/gn/2025/12-15/10533622.shtml
2025-12-16 19:21:06,把路走稳，把手练熟——职教人如何点亮前行路？,http://www.chinanews.com.cn/by/2025/12-16/10534614.shtml
2025-12-16 19:55:22,CIGRE全球首次青年工程师交流活动在穗收官,http://www.chinanews.com.cn/sh/2025/12-16/10534627.shtml
2025-12-17 14:12:28,2026年全国预计新增风电、太阳能发电装机2亿千瓦以上,http://www.chinanews.com.cn/cj/2025/12-17/10535133.shtml
2025-12-18 16:58:14,外电入鄂再添“大动脉”,http://www.chinanews.com.cn/cj/2025/12-18/10536064.shtml
2025-12-18 17:38:23,中国工程院院士贺克斌：中美欧正驱动全球新能源转型,http://www.chinanews.com.cn/cj/2025/12-18/10536100.shtml
2025-12-19 07:39:41,孙金龙：建设美丽中国,http://www.chinanews.com.cn/gn/2025/12-19/10536395.shtml
2025-12-19 17:49:59,世界首个原生电力专业大模型正式发布,http://www.chinanews.com.cn/rn/ush/2025/12-19/10536756.shtml
2025-12-23 10:11:55,两部门：建设一批以光热发电为主的支撑调节型新能源电站,http://www.chinanews.com.cn/gn/2025/12-23/10538550.shtml
2025-12-23 10:33:28,“更绿、更通、更省、更智”,佛山初步建成新型电力系统,http://www.chinanews.com.cn/dwq/2025/12-23/10538579.shtml
2025-12-23 16:50:38,中国光热发电总装机规模力争到2030年达1500万千瓦左右,http://www.chinanews.com.cn/cj/2025/12-23/10538907.shtml
2025-12-24 21:51:20,改革者 正青春 | 能源“爆改”的中国方案如何诞生？,http://www.chinanews.com.cn/gn/2025/12-24/10539773.shtml
2025-12-25 09:39:39,为中国式现代化建设贡献更大力量,http://www.chinanews.com.cn/gn/2025/12-25/10539855.shtml
2025-12-25 13:35:20,抽水蓄能如何“搬运”电力？解码“超级充电宝”硬核技术,http://www.chinanews.com.cn/cj/2025/12-25/10540093.shtml
2025-12-29 14:18:37,助力清洁能源基地建设 新疆两项750千伏工程开工,http://www.chinanews.com.cn/cj/2025/12-29/10542219.shtml
2025-12-29 20:50:24,宁夏年度外送电量首破千亿千瓦时大关,http://www.chinanews.com.cn/cj/2025/12-29/10542541.shtml
2025-12-31 11:41:06,四川雅砻江两座百万千瓦光伏电站同步投产发电,http://www.chinanews.com.cn/sh/2025/12-31/10543607.shtml
2025-12-31 15:45:34,两部门：到2030年“西电东送”规模超过4.2亿千瓦,http://www.chinanews.com.cn/cj/2025/12-31/10543814.shtml
2025-12-31 16:05:44,两部门：到2030年“西电东送”规模超过4.2亿千瓦,http://www.chinanews.com.cn/cj/2025/12-31/10543826.shtml
2025-12-31 20:42:59,中国力争到2030年初步建成新型电网平台,http://www.chinanews.com.cn/cj/2025/12-31/10544058.shtml
